Annee;Auteur_affil;Isn;Langue;M_coll_auteur;M_lieu_edition;M_titre_orig;Projet_develop;Resume;Titre;source
1976;MIN. AGR.;728;(FR);MIN. AGR.;TUNIS;FICHES D'APPLICATION DE TECHNIQUES AGRICOLES;;/FICHE TECHNIQUE/S SUR LES /TECHNIQUE CULTURALE/S A APPLIQUER POUR LES /OLIVIER/S, /AMANDIER/S, /ABRICOTIER/S, /PECHER/S, /PISTACHIER/S, /FIGUIER/S ET POUR LES /PLANTE FOURRAGERE/S DANS LA TUNISIE DU CENTRE ET LA TUNISIE DU SUD ET SUR LES CREDIT AGRICOLES  ACCORDES POUR CES SPECULATIONS - DONNEES SUR LA /DENSITE DE PLANTATION/, LE CHOIX DES /VARIETE/S, LES TECHNIQUES DE /PLANTATION/, /GREFFAGE/, /POLLINISATION/ ET /BOUTURAGE/ DES /ARBRE FRUITIER/S. PLANTATION ET ENTRETIEN DU /CACTUS INERME/, DE L/ATRIPLEX/, DE L/ACACIA/, DES /PRAIRIE/S TEMPORAIRES DE /LUZERNE/, /ORIZOPSIS HOLCIFORMIS/, /RAY GRASS/ ET /FETUQUE/ ELEVEE. EXPLOITATION DE L/ORGE/ EN VERT;FICHES D'APPLICATION DE TECHNIQUES AGRICOLES;http://www.onagri.tn/uploads/docagri/728.PDF
1976;MIN. AGR.;976;(FR);MIN. AGR.;TUNIS;ARTICLE CONSACRE AUX REFORME AGRAIRES AU MAGHREB - HISTORIQUE DE CETTE REFORME EN PARTIC. EN TUNISIE AVEC DESCRIPTION DE LA POLITIQUE AGRICOLE NOTAMMENT EN MATIERE DE COOPERATIVE AGRICOLE;;ARTICLE CONSACRE AUX /REFORME AGRAIRE/S AU /MAGHREB/ - HISTORIQUE DE CETTE REFORME EN PARTIC. EN TUNISIE AVEC DESCRIPTION DE LA /POLITIQUE AGRICOLE/ NOTAMMENT EN MATIERE DE /COOPERATIVE AGRICOLE/;ARTICLE CONSACRE AUX REFORME AGRAIRES AU MAGHREB - HISTORIQUE DE CETTE REFORME EN PARTIC. EN TUNISIE AVEC DESCRIPTION DE LA POLITIQUE AGRICOLE NOTAMMENT EN MATIERE DE COOPERATIVE AGRICOLE;http://www.onagri.tn/uploads/docagri/976.PDF
1976;WILLAM, C.KAABACHI, E.;1119;(FR);OMVVM PPI;SIDI BOUZID;REVENU FAMILIAL AGRICOLE;FAO/SIDA/TUN-12;/RAPPORT D'ASSISTANCE TECHNIQUE/ SUR LE /REVENU FAMILIAL/ AGRICOLE DANS LE /GOUVERNORAT DE SIDI BOUZID/ - ESTIMATION DES /REVENUS AGRICOLES/, DES PRODUCTIONS VEGETALES ET ANIMALES TELLES QUE L/ARBORICULTURE/ EN SEC, LES /OVIN/S ET /BOVIN/S COMPTE TENU DES FRAIS D/AMORTISSEMENT/. DONNEES CONCERN. LA /REPARTITION DES REVENUS/ EN FONCTION DES TYPES DE CULTURE ET DES STRATES DE /POPULATION AGRICOLE ACTIVE/;REVENU FAMILIAL AGRICOLE;http://www.onagri.tn/uploads/docagri/1119.PDF
1975;MIN. AGR.;1120;(FR);MIN. AGR.;TUNIS;PROGRAMME DE DEVELOPPEMENT DE LA CULTURE DE LA BETTERAVE A SUCRE;;/DOCUMENT TECHNIQUE/ SUR LA /SITUATION AGRICOLE/ ET LES /PREVISION ECONOMIQUE/S DE DEVELOPPEMENT DE LA CULTURE DE LA /BETTERAVE SUCRIERE/ - DONNEES CONCERN. LES /SUPERFICIES CULTIVEES/ DANS LES /GOUVERNORAT/S DE LA /TUNISIE DU NORD/, L'EQUIPEMENT DES /INDUSTRIE SUCRIERE/S, LES /BESOIN EN MAIN D'OEUVRE/, LES /CREDIT/S ACCORDES ET LES /INTRANTS/ NECESSAIRES;PROGRAMME DE DEVELOPPEMENT DE LA CULTURE DE LA BETTERAVE A SUCRE;http://www.onagri.tn/uploads/docagri/1120.PDF
1977;LABIAD, S.;1199;(FR);INAT;TUNIS;MECANISATION DES PERIMETRES IRRIGUES. (CAS DES PPI DE SBIBA, SADDAGUIA, BADROUNA, CHOTT-MARIEM);;/THESE/ SUR LA /MECANISATION DE L'AGRICULTURE/ DANS LES /PERIMETRE D'IRRIGATION/ NOTAMMENT DANS LES /PPI/ DE /SBIBA/, /SADAKIA/, /BADROUNA/ ET /CHOTT MARIEM/ - DONNEES SUR LA LOCALISATION, LES /SUPERFICIES CULTIVEES/, LE /CLIMAT/, LES /STRUCTURES FONCIERES/, L/IRRIGATION/, LES /SYSTEME DE CULTURE/, LES /TECHNIQUE CULTURALE/S APPLIQUEES ET LE /MATERIEL AGRICOLE/ UTILISE. DETERMINATION DES BESOINS ET DES SOURCES D/ENERGIE/ EN FONCTION DE LA /TAILLE DE L'EXPLOITATION/. ETUDE DU /PRIX DE REVIENT/ ET DE LA PUISSANCE NECESSAIRE DU MATERIEL;MECANISATION DES PERIMETRES IRRIGUES. (CAS DES PPI DE SBIBA, SADDAGUIA, BADROUNA, CHOTT-MARIEM);http://www.onagri.tn/uploads/docagri/1199.PDF
1978;MIN. AGR.;1256;(FR);MIN. AGR.;TUNIS;CONFERENCE MONDIALE SUR LA REFORME AGRAIRE ET LE DEVELOPPEMENT RURAL. RAPPORT NATIONAL DE SYNTHESE SUR LA REPUBLIQUE TUNISIENNE;;/DOCUMENT DE SYNTHESE/ SUR LES /STRUCTURES SOCIOECONOMIQUES/ ET LA /SOCIOLOGIE DU DEVELOPPEMENT/ DANS LE CADRE DE LA /REFORME AGRAIRE/ ET DU /DEVELOPPEMENT RURAL/ - DONNEES SUR LES /RESSOURCES HUMAINES/ AVEC LES CARACTERISTIQUES DE LA /POPULATION RURALE/, SUR LA STRUCTURE DE LA /PRODUCTION/ ET LES /COOPERATIVE AGRICOLE DE SERVICE/ SUR L/EDUCATION/, L/ENSEIGNEMENT/ ET LA /FORMATION PROFESSIONNELLE/, SUR L/EMPLOI/ SUR LES BESOINS SOCIAUX TELS QUE /ALIMENTATION HUMAINE/, EQUIPEMENTS SANITAIRES ET /HABITAT RURAL/, SUR LA /REPARTITION DES REVENUS/. DEFINITION DES PROGRAMMES ET PERSPECTIVES DE /PROMOTION SOCIALE/ NOTAM. POUR LES FEMMES EN /MILIEU RURAL/. DESCRIPTION DE L'OPTIMUM POUR LA /TAILLE DE L'EXPLOITATION/, NOTAMMENT DANS LES /PERIMETRE D'IRRIGATION/;CONFERENCE MONDIALE SUR LA REFORME AGRAIRE ET LE DEVELOPPEMENT RURAL. RAPPORT NATIONAL DE SYNTHESE SUR LA REPUBLIQUE TUNISIENNE;http://www.onagri.tn/uploads/docagri/1256.PDF
1976;MIN. AGR.;1269;(FR);MIN. AGR.;TUNIS;PREPARATION DU 5. PLAN;;/DOCUMENT TECHNIQUE/ CONCERN. LE PROGRAMME DE /DEVELOPPEMENT ECONOMIQUE/ DU /SECTEUR AGRICOLE/ PREVU PAR LE /PLAN 1977-1981/ - DONNEES SUR LA /POLITIQUE AGRICOLE/ GLOBALE PREVUE NOTAMMENT EN MATIERE DE /DRS/, D/HYDRAULIQUE/, DE /FORMATION PROFESSIONNELLE/, DE /RECHERCHE AGRONOMIQUE/, DE /VULGARISATION AGRICOLE/ DE /CREDIT/, DE /STRUCTURES FONCIERES/ ET DE /LEGISLATION/ RURALE. ACTIONS DE /PRODUCTION/ PREVUES POUR LES /CEREALES/, L/ARBORICULTURE/, LES /PLANTE MARAICHERE/S, LES /PLANTE INDUSTRIELLE/S, L/ELEVAGE/ ET LA /PECHE/. /STATISTIQUES AGRICOLES/ SUR LES /PREVISION ECONOMIQUE/ POUR L'EVOLUTION DES /SUPERFICIES CULTIVEES/ ET DES /RENDEMENT/S;PREPARATION DU 5. PLAN;http://www.onagri.tn/uploads/docagri/1269.PDF
1977;Eoche-Duval, J.M.Kallel, R.Bouzaiene, S.Gorbel, A.Ghanouchi, M.;1782;(FR);DRE;Tunis;Etude des débits spécifiques maximaux observés en Tunisie et etude fréquentielle des débits spécifiques maximaux annuels en Tunisie observées aux stations de mesures;;/Document technique/ donnant l/inventaire/ des /débit/s spécifiques maximaux observés en Tunisie aux /station météorologique/ du /réseau hydrographique/ - Observation des résultats par /jaugeage/. /Carte/s des /bassin versant/ et des stations;Etude des débits spécifiques maximaux observés en Tunisie et etude fréquentielle des débits spécifiques maximaux annuels en Tunisie observées aux stations de mesures;http://www.onagri.tn/uploads/docagri/1782.PDF
1978;Rekaya, M.;1786;(FR);DRE;Tunis;Etude hydrogéologique du bassin versant de Oued Rmel;;/Document technique/ concern. l/hydrogéologie/ du /bassin versant/ de l/Oued Remel/ - Données sur la /stratigraphie/, la /géomorphologie/, la /climatologie/ et l/hydrologie/;Etude hydrogéologique du bassin versant de Oued Rmel;http://www.onagri.tn/uploads/docagri/1786.PDF
1978;MIN. AGR.;1890;(FR);MIN. AGR.;Tunis;Budget économique 1969. Agriculture et pêche;;/Document technique/ sur le /budget économique/ pour 1979 concern. les /prévision économique/ relatif au /secteur agricole/ - Données sur la /production/ des /céréales/, des /arbre fruitier/, des /plante maraichère/, des /plante industrielle/ de l/élevage/ et de la /pêche/. /Politique agricole/ concern. les /forêt/s, la /conservation des eaux/, la /conservation des sols/, la mobilisation des /eau/x, les /structures foncières/, la /recherche agronomique/, la /vulgarisation agricole/, la /formation des cadres/ et le /crédit/. /Investissement/s. En annexe avancement des travaux de l/INRAT/;Budget économique 1969. Agriculture et pêche;http://www.onagri.tn/uploads/docagri/1890.PDF
1995;CRGR;8514;(Fr);CRGR;Tunis;Premières journées scientifiques du CRGR sur l'utilisation des eaux salées et des eaux usées en agriculture. Nabeul 27 et 28 septembre 1994;;/Document de réunion/ présentant les recommandations du /CRGR/ quant à l'utilisation des /eau saumâtre/s et des /eau usée/s dans le /secteur agricole/ - Les recommandations concernent le /stockage/ des eau usées, la /fertilisation/ dans les /périmètre d'irrigation/ et l'adoption d'une /méthodologie/ d'évaluation et de suivi dans les périmètres irrigués avec les eaux salés et les eaux usées;Premières journées scientifiques du CRGR sur l'utilisation des eaux salées et des eaux usées en agriculture. Nabeul 27 et 28 septembre 1994;http://www.onagri.tn/uploads/docagri/8514.pdf
2018;FAO;15410;(FR);FAO;;Rapport du HLPE sur les partenariats multipartites pour le financement et l'amélioration de la sécurité alimentaire et de la nutrition dans le cadre du programme de développement durable à l'horizon 2030.;;;Rapport du HLPE sur les partenariats multipartites pour le financement et l'amélioration de la sécurité alimentaire et de la nutrition dans le cadre du programme de développement durable à l'horizon 2030.;http://www.onagri.tn/uploads/docagri/15410.pdf
2017;Institut national de la consommation;15411;(FR);Institut national de la consommation;Tunis;Principaux résultats des enquêtes et sondages sur le gaspillage alimentaire.;;;Principaux résultats des enquêtes et sondages sur le gaspillage alimentaire.;http://www.onagri.tn/uploads/docagri/15411.pdf
2015;CIHEAM;15412;(FR);CIHEAM;;Les objectifs de développement durable: Opportunités méditerranéennes.;;;Les objectifs de développement durable: Opportunités méditerranéennes.;http://www.onagri.tn/uploads/docagri/15412.pdf
1973;DIV. VA;33848;(FR);DIV. VA;Tunis;Palmier dattier. Note de presentation;;/Document technique/ sur la culture du /palmier dattier/ en Tunisie - Situation atuelle avec localisation et importance economique, problèmes posés à la culture du palmier dattier et solutions preconisées, /variete/s, /technique culturale/, /irrigation/ et /drainage/, /pollinisation/, /taille d'arbre/ et eclaircie des regimes, protection des /datte/s contre la /pluie/, /protection des plantes/, /recolte/ et /conditionnement/ des dattes;Palmier dattier. Note de presentation;http://www.onagri.tn/uploads/docagri/33848.pdf
2009;ONAGRI;85355;(AR);ONAGRI;Tunis;[Rapport d'activité de l'ONAGRI 2009];;/RAPPORT D'ACTIVITE//ECONOMIE//POLITIQUE AGRICOLE//MARCHE DE GROS/;[Rapport d'activité de l'ONAGRI 2009];http://www.onagri.tn/uploads/docagri/85355.pdf
1974;FARHAT, H.;37;(FR);DRE;TUNIS;ETUDE GEOLOGIQUE ET HYDROGEOLOGIQUE DE LA CUVETTE DE MAKNASSY. NOTE PRELIMINAIRE;;/RAPPORT PRELIMINAIRE/ SUR LA /GEOLOGIE REGIONALE/ ET L/HYDROGEOLOGIE/ DE LA CUVETTE DE /EL MAKNASSY/ POUR ETUDE D'ENSEMBLE ULTERIEURE - /STRATIGRAPHIE/ , /TECTONIQUE/;ETUDE GEOLOGIQUE ET HYDROGEOLOGIQUE DE LA CUVETTE DE MAKNASSY. NOTE PRELIMINAIRE;http://www.onagri.tn/uploads/docagri/37.PDF
1976;MAMOU, A.;924;(FR);DRE;TUNIS;COMPTE RENDU DE FIN DE MISSION AU CENTRE D'HYDROGEOLOGIE MATHEMATIQUE A FONTAINEBLEAU (FRANCE DU 4 AU 15 OCTOBRE 1976);;/RAPPORT DE MISSION/ AU CENTRE D/HYDROGEOLOGIE/ MATHEMATIQUE DE FONTAINEBLEAU EN /FRANCE/;COMPTE RENDU DE FIN DE MISSION AU CENTRE D'HYDROGEOLOGIE MATHEMATIQUE A FONTAINEBLEAU (FRANCE DU 4 AU 15 OCTOBRE 1976);http://www.onagri.tn/uploads/docagri/924h.PDF
1977;MAMOU, A.;931;(FR);DRE;TUNIS;RESSOURCES EN EAU DE L'OASIS DE BAZMA;;/DOCUMENT TECHNIQUE/ CONCERN. LES /RESSOURCES EN EAU/ DE L/OASIS/ DE /BAZMA/;RESSOURCES EN EAU DE L'OASIS DE BAZMA;http://www.onagri.tn/uploads/docagri/931n.PDF
1977;BOUTITI, M.;1045;(FR);INAT;PARIS (FR);CONTROLE DE REPARTITION DES PULVERISATEURS AU CHAMP PAR LA METHODE COLORIMETRIQUE;;/THESE/ SUR LA /MAINTENANCE/ ET LE CONTROLE DU /MATERIEL DE TRAITEMENT AGRICOLE/ POUR /PULVERISATION/ AU CHAMP - RESULTATS D/EXPERIMENTATION/ PAR LA METHODE DE /COLORIMETRIE/ SUR LES REGLAGES NECESSAIRES COMPTE TENU DE LA REPARTITION DES /PRODUIT PHYTOSANITAIRE/S ET DE L'EFFICACITE DES TRAITEMENTS;CONTROLE DE REPARTITION DES PULVERISATEURS AU CHAMP PAR LA METHODE COLORIMETRIQUE;http://www.onagri.tn/uploads/docagri/1045N.PDF
1977;OEPFAO;1275;(FR);OEPFAO;TUNIS;MODALITES DE COMMERCIALISATION DES ANIMAUX ENGRAISSES;FAO/SIDA/TUN-10;NOTE AUX /ELEVEUR/S ADHERENTS DU PROJET DE DEVELOPPEMENT DE LA /PRODUCTION/ DE /VIANDE/ /BOVIN/E EN /TUNISIE DU NORD/. PROCEDURES DE LIVRAISON DES ANIMAUX ENGRAISSES EN VUE DE LEUR /COMMERCIALISATION/;MODALITES DE COMMERCIALISATION DES ANIMAUX ENGRAISSES;http://www.onagri.tn/uploads/docagri/1275h.PDF
1978;FAOOEP;1276;(FR);FAOOEP;TUNIS;NOTE SUR LE PRIX DE CONTRAT DE LA VIANDE DE BOEUF PRODUITE PAR LES ADHERENTS DU PROJET CAMPAGNE 1978-1979;FAO/SIDA/TUN-10;/RAPPORT D'ASSISTANCE TECHNIQUE/ CONCERN. LA /COMMERCIALISATION/, LES /PRIX/ ET LE /COUT DE PRODUCTION/ DE LA /VIANDE/ /BOVIN/E DURANT LA CAMPAGNE 1978-1979;NOTE SUR LE PRIX DE CONTRAT DE LA VIANDE DE BOEUF PRODUITE PAR LES ADHERENTS DU PROJET CAMPAGNE 1978-1979;http://www.onagri.tn/uploads/docagri/1276h.PDF
1977;DREFC;1279;(FR);DREFC;TUNIS;LA POMME DE TERRE;;/DOCUMENT DE VULGARISATION/ SUR LA CULTURE DE LA /POMME DE TERRE/ EN /TUNISIE/ - VARIETES CULTIVEES EN TUNISIE. DESCRIPTION DES /TECHNIQUE CULTURALE/ NOTAM. LA /CONSERVATION/ DES PLANTS, LA /PLANTATION/, L/IRRIGATION/, LA /FERTILISATION/, LA /PHYTOPATHOLOGIE/, LA /PROTECTION DES PLANTES/ ET LA /RECOLTE/;LA POMME DE TERRE;http://www.onagri.tn/uploads/docagri/1279h.PDF
1977;DREFC;1283;(FR);DREFC;TUNIS;LA FEVEROLE;;/DOCUMENT DE VULGARISATION/ CONCERN. LES /TECHNIQUE CULTURALE/S DE LA /FEVEROLE/ POUR L/ALIMENTATION ANIMALE/;LA FEVEROLE;http://www.onagri.tn/uploads/docagri/1283h.PDF
1977;GIL;1286;(FR);GIL;TUNIS;RAPPORT D'ACTIVITE. (GROUPEMENT INTERPROFESSIONNELLE DES LEGUMES) 1.;;/RAPPORT D'ACTIVITE/ 1976-1977 DU /GIL/ SUR DES ESSAIS DE /VARIETE/S DE /POMME DE TERRE/ NOTAM. LA /MULTIPLICATION PAR TUBERCULE/, L/IMPORTATION/ DES /SEMENCE/ - PROJET DE MULTIPLICATION A /MENZEL TEMIME/ OU A /OUED MELIZ/ AVEC COUT DE L'OPERATION;RAPPORT D'ACTIVITE. (GROUPEMENT INTERPROFESSIONNELLE DES LEGUMES) 1.;http://www.onagri.tn/uploads/docagri/1286h.PDF
1977;DIR. FOR.FAO;1320;(FR);DIR. FOR.FAO;TUNIS;RAPPORT D'ASSISTANCE TECHNIQUE CONCERN. LE REBOISEMENT DU PERIMETRE FORESTIER DE LA FORET DOMANIALE DE MENZEL BELGACEM - LES REBOISEMENTS PREVUS CONCERNENT LA PLANTATION DEUCALYPTUS CAMALDULENSIS ET DACACIA, LA FIXATION DU SOL. EVALUATION DES BESOIN EN MAIN D'OEUVRE ET EN MATERIEL DE TRACTION;FAO/SIDA/TUN-5/13;/RAPPORT D'ASSISTANCE TECHNIQUE/ CONCERN. LE /REBOISEMENT/ DU /PERIMETRE FORESTIER/ DE LA /FORET DOMANIALE/ DE /MENZEL BELGACEM/ - LES REBOISEMENTS PREVUS CONCERNENT LA /PLANTATION/ D/EUCALYPTUS CAMALDULENSIS/ ET D/ACACIA/, LA /FIXATION DU SOL/. EVALUATION DES /BESOIN EN MAIN D'OEUVRE/ ET EN /MATERIEL DE TRACTION/;RAPPORT D'ASSISTANCE TECHNIQUE CONCERN. LE REBOISEMENT DU PERIMETRE FORESTIER DE LA FORET DOMANIALE DE MENZEL BELGACEM - LES REBOISEMENTS PREVUS CONCERNENT LA PLANTATION DEUCALYPTUS CAMALDULENSIS ET DACACIA, LA FIXATION DU SOL. EVALUATION DES BESOIN EN MAIN D'OEUVRE ET EN MATERIEL DE TRACTION;http://www.onagri.tn/uploads/docagri/1320n.PDF
1978;OEPFAO;1327;(FR);OEPFAO;TUNIS;SEVRAGE DES VEAUX;FAO/SIDA/TUN-10;/DOCUMENT TECHNIQUE/ SUR LA /GESTION AGRICOLE/ ET LA /CONDUITE DU TROUPEAU/ NOTAM. LE SEVRAGE DES /VEAU/X - DESCRIPTION DES /ETABLE/S AVEC PLAN, DU MATERIEL ET DE SA /MAINTENANCE/. DONNEES SUR L/ALIMENTATION ANIMALE/ ET LA /GESTION DES STOCKS/ D/ALIMENT POUR ANIMAUX/, LE /CONTROLE DE PERFORMANCE/ ET LE /COUT DE PRODUCTION/. MODELES DE FICHES POUR LE CONTROLE VETERINAIRE ET LA GESTION;SEVRAGE DES VEAUX;http://www.onagri.tn/uploads/docagri/1327h.PDF
1978;OEPFAO;1329;(FR);OEPFAO;TUNIS;PROGRAMME DE REALISATION DU PROJET EN 1979;FAO/SIDA/TUN-10;/RAPPORT D'ASSISTANCE TECHNIQUE/ SUR LE PROGRAMME DE TRAVAIL EN 1978 ET 1979 POUR LE DEVELOPPEMENT DE LA /PRODUCTION/ DE /VIANDE/ /BOVIN/E DANS LA /TUNISIE DU NORD/ - REALISATION DE LA CAMPAGNE D/ENSILAGE/. QUANTITE DE /TAURILLON/S DESTINES A L/ENGRAISSEMENT/. /FINANCEMENT DES INVESTISSEMENTS/ DU /CHEPTEL/ ET DES /INTRANTS/ ET /COUT DE PRODUCTION/ DE L'OPERATION;PROGRAMME DE REALISATION DU PROJET EN 1979;http://www.onagri.tn/uploads/docagri/1329h.PDF
1978;FAOOEP;1332;(FR);FAOOEP;TUNIS;PROGRAMME DE TRAVAIL DE LA CAMPAGNE 1978-1979 POUR LE DEVELOPPEMENT DE LA PRODUCTION DE VIANDE BOVINE DANS LE NORD DE LA TUNISIE;FAO/SIDA/TUN-10;/RAPPORT DE REUNION/ SUR L'ORGANISATION POUR LA COMAGNE 1978-1979 DE LA /PRODUCTION/ DE /FOURRAGE/ ET D/ALIMENT CONCENTRE/ ET DE LA /COMMERCIALISATION/ DES /BOVIN/S EN /TUNISIE DU NORD/;PROGRAMME DE TRAVAIL DE LA CAMPAGNE 1978-1979 POUR LE DEVELOPPEMENT DE LA PRODUCTION DE VIANDE BOVINE DANS LE NORD DE LA TUNISIE;http://www.onagri.tn/uploads/docagri/1332h.PDF
1977;COLOMBANI, J.;1370;(FR);DRESORSTOM (FR);TUNIS;APPORTS TELLURIQUES NATURELS DISSOUS DE LA MEDJERDAH A LA MEDITERRANEE;;/DOCUMENT TECHNIQUE/ CONCERN. L'ETUDE DES APPORTS EN /SELS MINERAUX/ DE L/OUED MEDJERDA/ A LA /MER MEDITERRANEE/ - DONNEES SUR L/ANALYSE CHIMIQUE/ DE L/EAU/ DE LA MEDJERDA A /BOU SALEM/ ET /MEDJEZ EL BAB/ AVEC COMPOSITION IONIQUE ETABLIE A L'AIDE D'UN /MODELE MATHEMATIQUE/. COMPARAISON DE LA COMPOSITION EN SELS DISSOUS AVEC CELLE DE L/EAU DE MER/;APPORTS TELLURIQUES NATURELS DISSOUS DE LA MEDJERDAH A LA MEDITERRANEE;http://www.onagri.tn/uploads/docagri/1370h.PDF
1977;EL-BATTI, D.MANSOUR, H.;1371;(FR);DRE;TUNIS;COMPTE RENDU DE FIN DE TRAVAUX DE FORAGE ET D'ESSAI DE POMPAGE DU SONDAGE OULED CHAMEKH SOUASSI 7 BIS NO. IRH 15.744/4;;/DOCUMENT TECHNIQUE/ SUR LES TRAVAUX DU /FORAGE D'EAU/ D/OULED CHAMEKH/ DANS LE SOUASSI AVEC /ESSAI DE DEBIT/ - /COUPE GEOLOGIQUE/ DU PUITS JUSQU'A 600 M. /ANALYSE CHIMIQUE/ DE L/EAU SOUTERRAINE/. CARACTERISTIQUES DU PUITS ET DONNEES SUR LE FORAGE D'EAU SOUASSI 7 ET SON /TARISSEMENT/;COMPTE RENDU DE FIN DE TRAVAUX DE FORAGE ET D'ESSAI DE POMPAGE DU SONDAGE OULED CHAMEKH SOUASSI 7 BIS NO. IRH 15.744/4;http://www.onagri.tn/uploads/docagri/1371h.PDF
1977;RAYBAUD, J.P.;1372;(FR);DRE;TUNIS;"ETUDE SECTORIELLE EN VUE DE L'IMPLANTATION DE POINTS D'EAU ""ZONE ASSOIFFEE""";;/DOCUMENT TECHNIQUE/ SUGGERANT LES IMPLANTATIONS POSSIBLES DE /FORAGE D'EAU/ DANS LA ZONE ALLANT DE /TATAOUINE/ A /DEHIBET/;"ETUDE SECTORIELLE EN VUE DE L'IMPLANTATION DE POINTS D'EAU ""ZONE ASSOIFFEE""";http://www.onagri.tn/uploads/docagri/1372h.PDF
1977;DAGHRIR, O.;1378;(FR);DRE;TUNIS;NOTE SUR L'ALIMENTATION EN EAU DE BLED ZITOUNA (AIN DRAHAM);;/DOCUMENT TECHNIQUE/ SUR LES /BESOIN EN EAU/, LES /RESSOURCES EN EAU/ ET L/ALIMENTATION EN EAU POTABLE/ DE /BLED ZITOUNA/;NOTE SUR L'ALIMENTATION EN EAU DE BLED ZITOUNA (AIN DRAHAM);http://www.onagri.tn/uploads/docagri/1378nn.PDF
1976;DIR. FOR.FAO;1485;(FR);DIR. FOR.FAO;TUNIS;AMENAGEMENT INTEGRE DU BASSIN VERSANT DE L'OUED BEL HANECH;FAO/SIDA/TUN-5/13;/RAPPORT D'ASSISTANCE TECHNIQUE/ SUR L/AMENAGEMENT BASSIN VERSANT/ DE L/OUED HANECH/ AFFLUENT DU MELLEGUE - ANALYSE DE LA SITUATION ACTUELLE ET DONNEES SOCIO-ECONOMIQUES AVEC /OCCUPATION DES SOLS/, EQUIPEMENT ET INFRASTRUCTURE EXISTANTE. /EROSION/ DES SOLS. ACTIONS PROPOSEES CONCERN. LES /PLANTE FOURRAGERE/, LES /PATURAGE/, L'ORGANISATION DE L/ELEVAGE/, L/AMENAGEMENT FORESTIER/, LA /CONSERVATION DES SOLS/ ET /CONSERVATION DES EAUX/ ET L'AMENAGEMENT DES /PISTE/S. /INVESTISSEMENT/S, /EMPLOI/, RESULTATS ATTENDUS CONSERN. LA /PRODUCTION AGRICOLE/ ET LES /REVENU/S;AMENAGEMENT INTEGRE DU BASSIN VERSANT DE L'OUED BEL HANECH;http://www.onagri.tn/uploads/docagri/1485h.PDF
1977;DIR. FOR.FAO;1492;(FR);DIR. FOR.FAO;TUNIS;ETUDE DES PRIORITES D'INTERVENTION POUR LA PROTECTION DU BARRAGE DU NEBHANA CONTRE LES ATTERRISSEMENTS;FAO/SIDA/TUN-5/13;/RAPPORT D'ASSISTANCE TECHNIQUE/ CONCERN. LA PROTECTION DU /BARRAGE/ DE L/OUED NEBAANA/ CONTRE LES ATTERRISSEMENTS DUS A L/EROSION/ - DONNEES SUR LE /RESEAU HYDROGRAPHIQUE/, LES SOUS /BASSIN VERSANT/, LE /RUISSELLEMENT/ ET LES /CRUE/S. ACTIONS DE /LUTTE ANTI EROSION/ ET /INVESTISSEMENT/S PREVUS PAR TYPES D'AMENAGEMENT. /CARTE/S DES /STRUCTURES ADMINISTRATIVES/, DE L/EROSION/, DES TRAVAUX DE /DRS/, DE L/OCCUPATION DES SOLS/ ET DE LOCALISATION DES PROJETS D'EXECUTION DESTINES A COMBATTRE L'EROSION ET PROTEGER L'EN/VASE/MENT DU BARRAGE;ETUDE DES PRIORITES D'INTERVENTION POUR LA PROTECTION DU BARRAGE DU NEBHANA CONTRE LES ATTERRISSEMENTS;http://www.onagri.tn/uploads/docagri/1492h.PDF
1977;SAFI, M.;1501;(FR);DRE;TUNIS;COMPTE RENDU DE FIN DE TRAVAUX ET D'ESSAIS DE DEBIT DU FORAGE EL BOUNIANE 2. NO. I.R.H 17678/5;;/DOCUMENT TECHNIQUE/ SUR LE /FORAGE D'EAU/ D/EL BOUNIANE/2 POUR L/ALIMENTATION EN EAU/ DE LA CIMENTERIE DE /GABES/ - /ESSAI DE DEBIT/, DETERMINATION DE LA TRANSMISSIVITE ET /ANALYSE CHIMIQUE/ DE L/EAU A USAGE INDUSTRIEL/;COMPTE RENDU DE FIN DE TRAVAUX ET D'ESSAIS DE DEBIT DU FORAGE EL BOUNIANE 2. NO. I.R.H 17678/5;http://www.onagri.tn/uploads/docagri/1501h.PDF
1977;LAHMAR, M.;1515;(FR);DRE;TUNIS;DOCUMENT TECHNIQUE SUR LE FORAGE D'EAU DESTINE AU PERIMETRE D'IRRIGATION DE 10 HA A BOU ARGOUB - COUPE GEOLOGIQUE, ESSAI DE DEBIT ET ANALYSE CHIMIQUE DE LEAU A USAGE AGRICOLE;;/DOCUMENT TECHNIQUE/ SUR LE /FORAGE D'EAU/ DESTINE AU /PERIMETRE D'IRRIGATION/ DE 10 HA A /BOU ARGOUB/ - /COUPE GEOLOGIQUE/, /ESSAI DE DEBIT/ ET /ANALYSE CHIMIQUE/ DE L/EAU A USAGE AGRICOLE/;;http://www.onagri.tn/uploads/docagri/1515n.PDF
